Code,Country,Description,Rate
43,,LandLine,0
431,,LandLine,0
4357,,LandLine,0
4359,,LandLine,0
43644,,Mobile,0
43650,,Mobile,0
43651,,Mobile,0
43652,,Mobile,0
43653,,Mobile,0
43655,,Mobile,0
43657,,Mobile,0
43659,,Mobile,0
43660,,Mobile,0
43661,,Mobile,0
43663,,Mobile,0
43664,,Mobile,0
43665,,Mobile,0
43666,,Mobile,0
43667,,Mobile,0
43668,,Mobile,0
43669,,Mobile,0
4367,,Mobile,0
43676,,Mobile,0
43677,,Mobile,0
4367833,,Mobile,0
4367890,,Mobile,0
4367891,,Mobile,0
4368,,Mobile,0
43680,,Mobile,0
43681,,Mobile,0
43688,,Mobile,0
4369,,Mobile,0
43699,,Mobile,0
43710,,LandLine,0
43711,,LandLine,0
43718,,LandLine,0
43720,,LandLine,0
43730,,LandLine,0
43740,,LandLine,0
43780,,LandLine,0
43800,,LandLine,0
43804,,LandLine,0
43810,,LandLine,0
43820,,LandLine,0
43821,,LandLine,0
43828,,LandLine,0
4386034,,Mobile,0
4386061,,Mobile,0
4386064,,Mobile,0
4386134,,Mobile,0
4386164,,Mobile,0
438703411,,Mobile,0
438706411,,Mobile,0
438713411,,Mobile,0
438716411,,Mobile,0
994,,LandLine,0
99412,,LandLine,0
99440,,Mobile,0
99444,,Mobile,0
99450,,Mobile,0
99451,,Mobile,0
99455,,Mobile,0
99460,,Mobile,0
99470,,Mobile,0
99477,,Mobile,0
1242,,LandLine,0
1242357,,Mobile,0
1242359,,Mobile,0
1242375,,Mobile,0
1242376,,Mobile,0
1242395,,Mobile,0
1242421,,Mobile,0
1242422,,Mobile,0
1242423,,Mobile,0
1242424,,Mobile,0
1242425,,Mobile,0
1242426,,Mobile,0
1242427,,Mobile,0
1242428,,Mobile,0
1242429,,Mobile,0
1242431,,Mobile,0
1242432,,Mobile,0
1242433,,Mobile,0
1242434,,Mobile,0
1242435,,Mobile,0
1242436,,Mobile,0
1242437,,Mobile,0
1242438,,Mobile,0
1242439,,Mobile,0
1242441,,Mobile,0
1242442,,Mobile,0
1242443,,Mobile,0
1242445,,Mobile,0
1242446,,Mobile,0
1242447,,Mobile,0
1242448,,Mobile,0
1242449,,Mobile,0
1242451,,Mobile,0
1242452,,Mobile,0
1242453,,Mobile,0
1242454,,Mobile,0
1242455,,Mobile,0
1242456,,Mobile,0
1242457,,Mobile,0
1242458,,Mobile,0
1242462,,Mobile,0
1242463,,Mobile,0
1242464,,Mobile,0
1242465,,Mobile,0
1242466,,Mobile,0
1242467,,Mobile,0
1242468,,Mobile,0
1242470,,Mobile,0
1242471,,Mobile,0
1242472,,Mobile,0
1242473,,Mobile,0
1242474,,Mobile,0
1242475,,Mobile,0
1242476,,Mobile,0
1242477,,Mobile,0
1242478,,Mobile,0
1242479,,Mobile,0
1242481,,Mobile,0
1242524,,Mobile,0
1242525,,Mobile,0
1242533,,Mobile,0
1242535,,Mobile,0
1242544,,Mobile,0
1242551,,Mobile,0
1242552,,Mobile,0
1242553,,Mobile,0
1242554,,Mobile,0
1242556,,Mobile,0
1242557,,Mobile,0
1242558,,Mobile,0
1242559,,Mobile,0
1242565,,Mobile,0
1242577,,Mobile,0
1242636,,Mobile,0
1242646,,Mobile,0
1242727,,Mobile,0
973,,LandLine,0
973136,,LandLine,0
9733,,Mobile,0
97336,,Mobile,0
973377,,Mobile,0
973383,,Mobile,0
973384,,Mobile,0
973385,,Mobile,0
973388,,Mobile,0
97339,,Mobile,0
973663,,Mobile,0
973666,,Mobile,0
9737,,Mobile,0
9738,,LandLine,0
9739,,LandLine,0
880,,LandLine,0
8801,,Mobile,0
88011,,Mobile,0
88017,,Mobile,0
88018,,Mobile,0
88019,,Mobile,0
8802,,LandLine,0
88031,,LandLine,0
880821,,LandLine,0
1246,,LandLine,0
124623,,Mobile,0
124624,,Mobile,0
1246250,,Mobile,0
1246251,,Mobile,0
1246252,,Mobile,0
1246253,,Mobile,0
1246254,,Mobile,0
1246255,,Mobile,0
1246256,,Mobile,0
1246257,,Mobile,0
1246258,,Mobile,0
1246259,,Mobile,0
124626,,Mobile,0
124682,,Mobile,0
124683,,Mobile,0
124684,,Mobile,0
375,,LandLine,0
37517,,LandLine,0
37525,,Mobile,0
37529,,Mobile,0
375291,,Mobile,0
375292,,Mobile,0
375293,,Mobile,0
375295,,Mobile,0
375296,,Mobile,0
375297,,Mobile,0
375298,,Mobile,0
375299,,Mobile,0
37533,,Mobile,0
3753334,,Mobile,0
3753335,,Mobile,0
37544,,Mobile,0
32,,LandLine,0
3217,,LandLine,0
3218,,LandLine,0
322,,LandLine,0
323,,LandLine,0
3244,,LandLine,0
3245,,LandLine,0
32460,,Mobile,0
324630,,Mobile,0
324660,,Mobile,0
324661,,Mobile,0
324662,,Mobile,0
324681,,Mobile,0
324682,,Mobile,0
324683,,Mobile,0
3247,,Mobile,0
3248,,Mobile,0
3249,,Mobile,0
3270,,LandLine,0
32702,,LandLine,0
32703,,LandLine,0
32704,,LandLine,0
32706,,LandLine,0
32707,,LandLine,0
3272,,LandLine,0
3273,,LandLine,0
3275,,LandLine,0
3277,,LandLine,0
3290,,LandLine,0
3295,,LandLine,0
3296,,LandLine,0
501,,LandLine,0
5012,,LandLine,0
5016,,Mobile,0
50166,,Mobile,0
50167,,Mobile,0
229,,LandLine,0
22964,,Mobile,0
22965,,Mobile,0
22966,,Mobile,0
22967,,Mobile,0
22968,,Mobile,0
2299,,Mobile,0
22990,,Mobile,0
22992,,Mobile,0
22993,,Mobile,0
22994,,Mobile,0
22995,,Mobile,0
22996,,Mobile,0
22997,,Mobile,0
22998,,Mobile,0
22999,,Mobile,0
1441,,LandLine,0
14413,,Mobile,0
144150,,Mobile,0
144151,,Mobile,0
144152,,Mobile,0
144153,,Mobile,0
1441590,,Mobile,0
1441599,,Mobile,0
14417,,Mobile,0
975,,LandLine,0
97516,,Mobile,0
97517,,Mobile,0
97577,,Mobile,0
97593,,Mobile,0
97594,,Mobile,0
97595,,Mobile,0
97596,,Mobile,0
97597,,Mobile,0
97598,,Mobile,0
97599,,Mobile,0
591,,LandLine,0
59122,,LandLine,0
5912213,,LandLine,0
59122598,,LandLine,0
59122895,,LandLine,0
59122896,,LandLine,0
59122897,,LandLine,0
59122898,,LandLine,0
59122899,,LandLine,0
5912500,,LandLine,0
5912510,,LandLine,0
5912511,,LandLine,0
5912512,,LandLine,0
5912513,,LandLine,0
59125130,,LandLine,0
59125131,,LandLine,0
5912514,,LandLine,0
59125176,,LandLine,0
59125177,,LandLine,0
59125188,,LandLine,0
59125189,,LandLine,0
59125190,,LandLine,0
59125191,,LandLine,0
591251991,,LandLine,0
591251992,,LandLine,0
591251993,,LandLine,0
591251994,,LandLine,0
591251995,,LandLine,0
591251996,,LandLine,0
591251997,,LandLine,0
591251998,,LandLine,0
591251999,,LandLine,0
5912520,,LandLine,0
5912521,,LandLine,0
5912522,,LandLine,0
5912523,,LandLine,0
5912524,,LandLine,0
5912525,,LandLine,0
5912526,,LandLine,0
5912527,,LandLine,0
5912528,,LandLine,0
59125290,,LandLine,0
59125291,,LandLine,0
59125292,,LandLine,0
59125293,,LandLine,0
59125294,,LandLine,0
59125295,,LandLine,0
59125296,,LandLine,0
59125297,,LandLine,0
59125298,,LandLine,0
59125299,,LandLine,0
59125300,,LandLine,0
59125301,,LandLine,0
59125302,,LandLine,0
59125303,,LandLine,0
59125304,,LandLine,0
59125305,,LandLine,0
59125306,,LandLine,0
59125307,,LandLine,0
59125308,,LandLine,0
59125309,,LandLine,0
59125310,,LandLine,0
59125311,,LandLine,0
59125312,,LandLine,0
59125313,,LandLine,0
59125314,,LandLine,0
59125315,,LandLine,0
59125316,,LandLine,0
59125317,,LandLine,0
59125318,,LandLine,0
59125319,,LandLine,0
5912532,,LandLine,0
5912533,,LandLine,0
5912534,,LandLine,0
5912535,,LandLine,0
5912536,,LandLine,0
5912537,,LandLine,0
5912538,,LandLine,0
5912539,,LandLine,0
5912542,,LandLine,0
5912543,,LandLine,0
5912544,,LandLine,0
5912545,,LandLine,0
5912546,,LandLine,0
5912552,,LandLine,0
5912553,,LandLine,0
5912554,,LandLine,0
5912555,,LandLine,0
5912556,,LandLine,0
5912557,,LandLine,0
5912558,,LandLine,0
5912582,,LandLine,0
5912583,,LandLine,0
5912585,,LandLine,0
5912586,,LandLine,0
5912591,,LandLine,0
5912595,,LandLine,0
5912596,,LandLine,0
5912597,,LandLine,0
5912600,,LandLine,0
59126052,,LandLine,0
59126053,,LandLine,0
5912610,,LandLine,0
5912611,,LandLine,0
5912612,,LandLine,0
59126130,,LandLine,0
59126131,,LandLine,0
59126132,,LandLine,0
59126133,,LandLine,0
59126134,,LandLine,0
59126135,,LandLine,0
59126136,,LandLine,0
59126137,,LandLine,0
59126138,,LandLine,0
59126139,,LandLine,0
5912614,,LandLine,0
59126178,,LandLine,0
59126179,,LandLine,0
5912618,,LandLine,0
59126190,,LandLine,0
59126191,,LandLine,0
59126192,,LandLine,0
59126198,,LandLine,0
59126199,,LandLine,0
59126211,,LandLine,0
59126212,,LandLine,0
59126214,,LandLine,0
59126215,,LandLine,0
59126216,,LandLine,0
59126217,,LandLine,0
59126218,,LandLine,0
59126219,,LandLine,0
5912622,,LandLine,0
5912623,,LandLine,0
5912624,,LandLine,0
5912625,,LandLine,0
5912626,,LandLine,0
5912627,,LandLine,0
5912628,,LandLine,0
59126302,,LandLine,0
59126310,,LandLine,0
59126311,,LandLine,0
59126312,,LandLine,0
59126313,,LandLine,0
59126314,,LandLine,0
59126315,,LandLine,0
59126316,,LandLine,0
59126317,,LandLine,0
59126318,,LandLine,0
59126319,,LandLine,0
59126320,,LandLine,0
59126321,,LandLine,0
59126331,,LandLine,0
59126340,,LandLine,0
5912635,,LandLine,0
5912636,,LandLine,0
5912637,,LandLine,0
5912638,,LandLine,0
5912639,,LandLine,0
5912692,,LandLine,0
5912693,,LandLine,0
5912694,,LandLine,0
5912696,,LandLine,0
5912697,,LandLine,0
5912820,,LandLine,0
5912821,,LandLine,0
59128232,,LandLine,0
59128233,,LandLine,0
59128234,,LandLine,0
5912824,,LandLine,0
59128257,,LandLine,0
59128350,,LandLine,0
5912839,,LandLine,0
5912862,,LandLine,0
59128702,,LandLine,0
59128710,,LandLine,0
59128711,,LandLine,0
59128712,,LandLine,0
59128713,,LandLine,0
59128714,,LandLine,0
59128720,,LandLine,0
59128721,,LandLine,0
59128731,,LandLine,0
59128740,,LandLine,0
5912875,,LandLine,0
5912878,,LandLine,0
5912879,,LandLine,0
59133,,LandLine,0
5913313,,LandLine,0
5913323,,LandLine,0
59133760,,LandLine,0
59133761,,LandLine,0
59133762,,LandLine,0
591338228,,LandLine,0
591338229,,LandLine,0
59133823,,LandLine,0
591338408,,LandLine,0
591338409,,LandLine,0
591338418,,LandLine,0
591338419,,LandLine,0
591338528,,LandLine,0
591338529,,LandLine,0
591338538,,LandLine,0
591338539,,LandLine,0
591338838,,LandLine,0
591338839,,LandLine,0
59133884,,LandLine,0
5913400,,LandLine,0
5913401,,LandLine,0
5913402,,LandLine,0
5913403,,LandLine,0
5913404,,LandLine,0
5913405,,LandLine,0
5913406,,LandLine,0
5913407,,LandLine,0
5913408,,LandLine,0
5913410,,LandLine,0
59134150,,LandLine,0
59134151,,LandLine,0
59134155,,LandLine,0
59134156,,LandLine,0
59134157,,LandLine,0
59134158,,LandLine,0
59134159,,LandLine,0
59134160,,LandLine,0
5913420,,LandLine,0
5913421,,LandLine,0
59134220,,LandLine,0
59134221,,LandLine,0
59134225,,LandLine,0
59134226,,LandLine,0
59134227,,LandLine,0
59134228,,LandLine,0
59134229,,LandLine,0
5913462,,LandLine,0
5913463,,LandLine,0
5913464,,LandLine,0
5913465,,LandLine,0
59134656,,LandLine,0
59134657,,LandLine,0
5913466,,LandLine,0
5913467,,LandLine,0
59134702,,LandLine,0
59134710,,LandLine,0
59134711,,LandLine,0
59134712,,LandLine,0
59134713,,LandLine,0
59134714,,LandLine,0
59134715,,LandLine,0
59134716,,LandLine,0
59134717,,LandLine,0
59134718,,LandLine,0
59134719,,LandLine,0
5913472,,LandLine,0
5913473,,LandLine,0
5913474,,LandLine,0
5913475,,LandLine,0
5913476,,LandLine,0
5913477,,LandLine,0
5913478,,LandLine,0
5913479,,LandLine,0
5913482,,LandLine,0
5913483,,LandLine,0
5913484,,LandLine,0
5913485,,LandLine,0
59136477,,LandLine,0
5913825,,LandLine,0
5913826,,LandLine,0
5913830,,LandLine,0
59138310,,LandLine,0
59138311,,LandLine,0
59138312,,LandLine,0
59138313,,LandLine,0
59138314,,LandLine,0
59138315,,LandLine,0
59138316,,LandLine,0
59138317,,LandLine,0
59138318,,LandLine,0
59138319,,LandLine,0
5913832,,LandLine,0
5913833,,LandLine,0
5913834,,LandLine,0
5913835,,LandLine,0
59138397,,LandLine,0
59138398,,LandLine,0
59138399,,LandLine,0
59138420,,LandLine,0
59138421,,LandLine,0
59138422,,LandLine,0
59138423,,LandLine,0
59138424,,LandLine,0
59138425,,LandLine,0
59138426,,LandLine,0
59138427,,LandLine,0
591384290,,LandLine,0
591384291,,LandLine,0
591384292,,LandLine,0
591384293,,LandLine,0
591384294,,LandLine,0
591384295,,LandLine,0
591384296,,LandLine,0
591384297,,LandLine,0
591384298,,LandLine,0
591384299,,LandLine,0
59138430,,LandLine,0
59138431,,LandLine,0
59138439,,LandLine,0
5913844,,LandLine,0
5913845,,LandLine,0
5913846,,LandLine,0
5913847,,LandLine,0
5913850,,LandLine,0
5913851,,LandLine,0
59138522,,LandLine,0
59138523,,LandLine,0
59138524,,LandLine,0
59138525,,LandLine,0
59138526,,LandLine,0
5913854,,LandLine,0
5913855,,LandLine,0
5913856,,LandLine,0
5913857,,LandLine,0
5913886,,LandLine,0
5913887,,LandLine,0
5913891,,LandLine,0
5913892,,LandLine,0
5913895,,LandLine,0
5913896,,LandLine,0
59139,,LandLine,0
59139234,,LandLine,0
59139235,,LandLine,0
59139236,,LandLine,0
59139237,,LandLine,0
59139238,,LandLine,0
59139239,,LandLine,0
59139243,,LandLine,0
59139248,,LandLine,0
59139249,,LandLine,0
5913925,,LandLine,0
59139266,,LandLine,0
59139267,,LandLine,0
59139268,,LandLine,0
59139269,,LandLine,0
5913927,,LandLine,0
59139280,,LandLine,0
59139281,,LandLine,0
59139282,,LandLine,0
59139283,,LandLine,0
59139284,,LandLine,0
59139285,,LandLine,0
5913929,,LandLine,0
59139306,,LandLine,0
59139307,,LandLine,0
59139308,,LandLine,0
59139309,,LandLine,0
5913931,,LandLine,0
5913932,,LandLine,0
59139330,,LandLine,0
59139331,,LandLine,0
59139332,,LandLine,0
59139333,,LandLine,0
59139334,,LandLine,0
5913934,,LandLine,0
5913935,,LandLine,0
5913936,,LandLine,0
5913937,,LandLine,0
5913940,,LandLine,0
5913942,,LandLine,0
5913944,,LandLine,0
5913946,,LandLine,0
5913947,,LandLine,0
5913948,,LandLine,0
591395,,LandLine,0
59139522,,LandLine,0
59139523,,LandLine,0
59139524,,LandLine,0
59139542,,LandLine,0
59139546,,LandLine,0
591396,,LandLine,0
591397,,LandLine,0
59139722,,LandLine,0
59139742,,LandLine,0
59139762,,LandLine,0
59139763,,LandLine,0
59139782,,LandLine,0
59139783,,LandLine,0
59139792,,LandLine,0
591398,,LandLine,0
59144,,LandLine,0
5914413,,LandLine,0
5914434,,LandLine,0
5914438,,LandLine,0
5914457,,LandLine,0
59144627,,LandLine,0
59144628,,LandLine,0
59144629,,LandLine,0
59144645,,LandLine,0
59144646,,LandLine,0
5914477,,LandLine,0
5914478,,LandLine,0
59144825,,LandLine,0
59144826,,LandLine,0
59144827,,LandLine,0
59144828,,LandLine,0
59144829,,LandLine,0
59144902,,LandLine,0
59144903,,LandLine,0
59144904,,LandLine,0
59144905,,LandLine,0
59144906,,LandLine,0
59144907,,LandLine,0
59144908,,LandLine,0
59144909,,LandLine,0
5914491,,LandLine,0
5914492,,LandLine,0
5914493,,LandLine,0
5914494,,LandLine,0
5914496,,LandLine,0
5914497,,LandLine,0
5914498,,LandLine,0
5914499,,LandLine,0
5914600,,LandLine,0
5914610,,LandLine,0
5914611,,LandLine,0
5914612,,LandLine,0
59146130,,LandLine,0
59146131,,LandLine,0
59146132,,LandLine,0
59146133,,LandLine,0
59146134,,LandLine,0
59146135,,LandLine,0
59146136,,LandLine,0
59146137,,LandLine,0
59146138,,LandLine,0
59146139,,LandLine,0
5914614,,LandLine,0
5914618,,LandLine,0
59146190,,LandLine,0
59146191,,LandLine,0
59146193,,LandLine,0
59146194,,LandLine,0
59146195,,LandLine,0
5914620,,LandLine,0
5914621,,LandLine,0
5914622,,LandLine,0
5914624,,LandLine,0
5914628,,LandLine,0
5914629,,LandLine,0
5914630,,LandLine,0
59146310,,LandLine,0
59146311,,LandLine,0
59146312,,LandLine,0
59146313,,LandLine,0
59146314,,LandLine,0
59146315,,LandLine,0
59146316,,LandLine,0
59146317,,LandLine,0
59146318,,LandLine,0
59146319,,LandLine,0
5914632,,LandLine,0
5914633,,LandLine,0
5914634,,LandLine,0
5914635,,LandLine,0
5914639,,LandLine,0
5914641,,LandLine,0
5914642,,LandLine,0
5914643,,LandLine,0
5914644,,LandLine,0
5914645,,LandLine,0
5914646,,LandLine,0
5914647,,LandLine,0
5914648,,LandLine,0
5914649,,LandLine,0
59146502,,LandLine,0
59146510,,LandLine,0
59146511,,LandLine,0
59146512,,LandLine,0
59146513,,LandLine,0
59146514,,LandLine,0
59146515,,LandLine,0
59146516,,LandLine,0
59146517,,LandLine,0
59146518,,LandLine,0
59146519,,LandLine,0
5914652,,LandLine,0
5914653,,LandLine,0
5914654,,LandLine,0
5914655,,LandLine,0
5914659,,LandLine,0
5914661,,LandLine,0
5914662,,LandLine,0
5914663,,LandLine,0
5914664,,LandLine,0
5914665,,LandLine,0
5914666,,LandLine,0
5914667,,LandLine,0
5914668,,LandLine,0
5914672,,LandLine,0
5914676,,LandLine,0
5914677,,LandLine,0
591468,,LandLine,0
5914690,,LandLine,0
5914691,,LandLine,0
5914692,,LandLine,0
59146930,,LandLine,0
59146931,,LandLine,0
59146932,,LandLine,0
59146933,,LandLine,0
59146934,,LandLine,0
59146935,,LandLine,0
59146936,,LandLine,0
59146937,,LandLine,0
59146938,,LandLine,0
59146939,,LandLine,0
5914694,,LandLine,0
59146950,,LandLine,0
59146951,,LandLine,0
59146961,,LandLine,0
59146962,,LandLine,0
59146963,,LandLine,0
59146964,,LandLine,0
59146965,,LandLine,0
59146966,,LandLine,0
59146967,,LandLine,0
59146968,,LandLine,0
59146969,,LandLine,0
5914697,,LandLine,0
5914699,,LandLine,0
5916,,Mobile,0
59160,,Mobile,0
59165,,Mobile,0
59167,,Mobile,0
59168,,Mobile,0
59169,,Mobile,0
5917,,Mobile,0
59170,,Mobile,0
59171,,Mobile,0
59172,,Mobile,0
59173,,Mobile,0
59174,,Mobile,0
59175,,Mobile,0
59176,,Mobile,0
59177,,Mobile,0
59178,,Mobile,0
59179,,Mobile,0
387,,LandLine,0
387302,,LandLine,0
387304,,LandLine,0
387305,,LandLine,0
3873061,,LandLine,0
3873064,,LandLine,0
3873065,,LandLine,0
3873070,,LandLine,0
3873071,,LandLine,0
3873072,,LandLine,0
3873073,,LandLine,0
3873074,,LandLine,0
3873079,,LandLine,0
3873080,,LandLine,0
3873083,,LandLine,0
3873087,,LandLine,0
38731,,LandLine,0
387322,,LandLine,0
387323,,LandLine,0
387324,,LandLine,0
387325,,LandLine,0
387326,,LandLine,0
387327,,LandLine,0
3873280,,LandLine,0
3873281,,LandLine,0
3873282,,LandLine,0
3873284,,LandLine,0
3873285,,LandLine,0
3873286,,LandLine,0
3873287,,LandLine,0
3873288,,LandLine,0
3873289,,LandLine,0
38734,,LandLine,0
38735,,LandLine,0
387362,,LandLine,0
387363,,LandLine,0
387364,,LandLine,0
387365,,LandLine,0
387366,,LandLine,0
3873672,,LandLine,0
3873673,,LandLine,0
3873674,,LandLine,0
3873675,,LandLine,0
3873677,,LandLine,0
3873678,,LandLine,0
387368,,LandLine,0
38737,,LandLine,0
387382,,LandLine,0
387385,,LandLine,0
38738761,,LandLine,0
38738762,,LandLine,0
38738763,,LandLine,0
38738767,,LandLine,0
3873879,,LandLine,0
387388,,LandLine,0
38739,,LandLine,0
3874929,,LandLine,0
387495,,LandLine,0
387496,,LandLine,0
387497,,LandLine,0
3876,,Mobile,0
38761,,Mobile,0
38762,,Mobile,0
38763,,Mobile,0
38765,,Mobile,0
38766,,Mobile,0
3879,,Mobile,0
267,,LandLine,0
2677,,Mobile,0
26771,,Mobile,0
26772,,Mobile,0
26773,,Mobile,0
267740,,Mobile,0
267741,,Mobile,0
267742,,Mobile,0
267743,,Mobile,0
267744,,Mobile,0
267745,,Mobile,0
267746,,Mobile,0
267747,,Mobile,0
267748,,Mobile,0
267750,,Mobile,0
267751,,Mobile,0
267752,,Mobile,0
267753,,Mobile,0
267754,,Mobile,0
267755,,Mobile,0
267756,,Mobile,0
267757,,Mobile,0
267759,,Mobile,0
267760,,Mobile,0
267761,,Mobile,0
267762,,Mobile,0
267763,,Mobile,0
267764,,Mobile,0
267765,,Mobile,0
267766,,Mobile,0
267767,,Mobile,0
267769,,Mobile,0
267770,,Mobile,0
267771,,Mobile,0
2677920,,Mobile,0
55,,LandLine,0
55106,,Mobile,0
55107,,Mobile,0
55108,,Mobile,0
55109,,Mobile,0
5511,,LandLine,0
551152,,Mobile,0
551153,,Mobile,0
551154,,Mobile,0
551157,,Mobile,0
55116,,Mobile,0
55117,,Mobile,0
55118,,Mobile,0
55119,,Mobile,0
5512,,LandLine,0
55126,,Mobile,0
55127,,Mobile,0
55128,,Mobile,0
55129,,Mobile,0
55136,,Mobile,0
55137,,Mobile,0
55138,,Mobile,0
55139,,Mobile,0
55146,,Mobile,0
55147,,Mobile,0
55148,,Mobile,0
55149,,Mobile,0
55156,,Mobile,0
55157,,Mobile,0
55158,,Mobile,0
55159,,Mobile,0
55166,,Mobile,0
55167,,Mobile,0
55168,,Mobile,0
55169,,Mobile,0
55176,,Mobile,0
55177,,Mobile,0
55178,,Mobile,0
55179,,Mobile,0
55186,,Mobile,0
55187,,Mobile,0
55188,,Mobile,0
55189,,Mobile,0
5519,,LandLine,0
55196,,Mobile,0
55197,,Mobile,0
55198,,Mobile,0
55199,,Mobile,0
55206,,Mobile,0
55207,,Mobile,0
55208,,Mobile,0
55209,,Mobile,0
5521,,LandLine,0
55216,,Mobile,0
55217,,Mobile,0
55218,,Mobile,0
55219,,Mobile,0
55226,,Mobile,0
55227,,Mobile,0
55228,,Mobile,0
55229,,Mobile,0
55236,,Mobile,0
55237,,Mobile,0
55238,,Mobile,0
55239,,Mobile,0
55246,,Mobile,0
55247,,Mobile,0
55248,,Mobile,0
55249,,Mobile,0
55256,,Mobile,0
55257,,Mobile,0
55258,,Mobile,0
55259,,Mobile,0
55266,,Mobile,0
55267,,Mobile,0
55268,,Mobile,0
55269,,Mobile,0
5527,,LandLine,0
